symbol,name,name_key,listing_date,unlock_date,term,ipo_price,market,lead_manager,listed_shares,ipo_price_source
445680,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,2023-08-10,2023-08-25,15D,13000.0,코스닥,키움증권(주),,38
445680,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,2023-08-10,2023-09-10,1M,13000.0,코스닥,키움증권(주),,38
445680,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,2023-08-10,2023-11-10,3M,13000.0,코스닥,키움증권(주),,38
445680,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,2023-08-10,2024-02-10,6M,13000.0,코스닥,키움증권(주),,38
445680,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,2023-08-10,2024-08-10,1Y,13000.0,코스닥,키움증권(주),,38
210120,캔버스엔,캔버스엔,2023-08-17,2023-09-01,15D,,코스닥,nan,,
210120,캔버스엔,캔버스엔,2023-08-17,2023-09-17,1M,,코스닥,nan,,
210120,캔버스엔,캔버스엔,2023-08-17,2023-11-17,3M,,코스닥,nan,,
210120,캔버스엔,캔버스엔,2023-08-17,2024-02-17,6M,,코스닥,nan,,
210120,캔버스엔,캔버스엔,2023-08-17,2024-08-17,1Y,,코스닥,nan,,
092790,넥스틸,넥스틸,2023-08-21,2023-09-05,15D,11500.0,유가,하나증권주식회사,,38
092790,넥스틸,넥스틸,2023-08-21,2023-09-21,1M,11500.0,유가,하나증권주식회사,,38
092790,넥스틸,넥스틸,2023-08-21,2023-11-21,3M,11500.0,유가,하나증권주식회사,,38
092790,넥스틸,넥스틸,2023-08-21,2024-02-21,6M,11500.0,유가,하나증권주식회사,,38
092790,넥스틸,넥스틸,2023-08-21,2024-08-21,1Y,11500.0,유가,하나증권주식회사,,38
424960,스마트레이더시스템,스마트레이더시스템,2023-08-22,2023-09-06,15D,8000.0,코스닥,대신증권(주),,38
424960,스마트레이더시스템,스마트레이더시스템,2023-08-22,2023-09-22,1M,8000.0,코스닥,대신증권(주),,38
424960,스마트레이더시스템,스마트레이더시스템,2023-08-22,2023-11-22,3M,8000.0,코스닥,대신증권(주),,38
424960,스마트레이더시스템,스마트레이더시스템,2023-08-22,2024-02-22,6M,8000.0,코스닥,대신증권(주),,38
424960,스마트레이더시스템,스마트레이더시스템,2023-08-22,2024-08-22,1Y,8000.0,코스닥,대신증권(주),,38
418250,시큐레터,시큐레터,2023-08-24,2023-09-08,15D,12000.0,코스닥,대신증권(주),,38
418250,시큐레터,시큐레터,2023-08-24,2023-09-24,1M,12000.0,코스닥,대신증권(주),,38
418250,시큐레터,시큐레터,2023-08-24,2023-11-24,3M,12000.0,코스닥,대신증권(주),,38
418250,시큐레터,시큐레터,2023-08-24,2024-02-24,6M,12000.0,코스닥,대신증권(주),,38
418250,시큐레터,시큐레터,2023-08-24,2024-08-24,1Y,12000.0,코스닥,대신증권(주),,38
355390,크라우드웍스,크라우드웍스,2023-08-31,2023-09-15,15D,,코스닥,nan,,
355390,크라우드웍스,크라우드웍스,2023-08-31,2023-09-30,1M,,코스닥,nan,,
355390,크라우드웍스,크라우드웍스,2023-08-31,2023-11-30,3M,,코스닥,nan,,
355390,크라우드웍스,크라우드웍스,2023-08-31,2024-02-29,6M,,코스닥,nan,,
355390,크라우드웍스,크라우드웍스,2023-08-31,2024-08-31,1Y,,코스닥,nan,,
146060,율촌,율촌,2023-09-08,2023-09-23,15D,,코스닥,nan,,
146060,율촌,율촌,2023-09-08,2023-10-08,1M,,코스닥,nan,,
146060,율촌,율촌,2023-09-08,2023-12-08,3M,,코스닥,nan,,
146060,율촌,율촌,2023-09-08,2024-03-08,6M,,코스닥,nan,,
146060,율촌,율촌,2023-09-08,2024-09-08,1Y,,코스닥,nan,,
465770,STX그린로지스,stx그린로지스,2023-09-15,2023-09-30,15D,,유가,신한투자증권 주식회사,,
465770,STX그린로지스,stx그린로지스,2023-09-15,2023-10-15,1M,,유가,신한투자증권 주식회사,,
465770,STX그린로지스,stx그린로지스,2023-09-15,2023-12-15,3M,,유가,신한투자증권 주식회사,,
465770,STX그린로지스,stx그린로지스,2023-09-15,2024-03-15,6M,,유가,신한투자증권 주식회사,,
465770,STX그린로지스,stx그린로지스,2023-09-15,2024-09-15,1Y,,유가,신한투자증권 주식회사,,
384470,코어라인소프트,코어라인소프트,2023-09-18,2023-10-03,15D,,코스닥,nan,,
384470,코어라인소프트,코어라인소프트,2023-09-18,2023-10-18,1M,,코스닥,nan,,
384470,코어라인소프트,코어라인소프트,2023-09-18,2023-12-18,3M,,코스닥,nan,,
384470,코어라인소프트,코어라인소프트,2023-09-18,2024-03-18,6M,,코스닥,nan,,
384470,코어라인소프트,코어라인소프트,2023-09-18,2024-09-18,1Y,,코스닥,nan,,
403490,우듬지팜,우듬지팜,2023-09-19,2023-10-04,15D,,코스닥,nan,,
403490,우듬지팜,우듬지팜,2023-09-19,2023-10-19,1M,,코스닥,nan,,
403490,우듬지팜,우듬지팜,2023-09-19,2023-12-19,3M,,코스닥,nan,,
403490,우듬지팜,우듬지팜,2023-09-19,2024-03-19,6M,,코스닥,nan,,
403490,우듬지팜,우듬지팜,2023-09-19,2024-09-19,1Y,,코스닥,nan,,
450520,인스웨이브,인스웨이브,2023-09-25,2023-10-10,15D,,코스닥,nan,,
450520,인스웨이브,인스웨이브,2023-09-25,2023-10-25,1M,,코스닥,nan,,
450520,인스웨이브,인스웨이브,2023-09-25,2023-12-25,3M,,코스닥,nan,,
450520,인스웨이브,인스웨이브,2023-09-25,2024-03-25,6M,,코스닥,nan,,
450520,인스웨이브,인스웨이브,2023-09-25,2024-09-25,1Y,,코스닥,nan,,
418470,KT밀리의서재,kt밀리의서재,2023-09-27,2023-10-12,15D,,코스닥,nan,,
418470,KT밀리의서재,kt밀리의서재,2023-09-27,2023-10-27,1M,,코스닥,nan,,
418470,KT밀리의서재,kt밀리의서재,2023-09-27,2023-12-27,3M,,코스닥,nan,,
418470,KT밀리의서재,kt밀리의서재,2023-09-27,2024-03-27,6M,,코스닥,nan,,
418470,KT밀리의서재,kt밀리의서재,2023-09-27,2024-09-27,1Y,,코스닥,nan,,
430690,한싹,한싹,2023-10-04,2023-10-19,15D,12500.0,코스닥,KB증권(주),,38
430690,한싹,한싹,2023-10-04,2023-11-04,1M,12500.0,코스닥,KB증권(주),,38
430690,한싹,한싹,2023-10-04,2024-01-04,3M,12500.0,코스닥,KB증권(주),,38
430690,한싹,한싹,2023-10-04,2024-04-04,6M,12500.0,코스닥,KB증권(주),,38
430690,한싹,한싹,2023-10-04,2024-10-04,1Y,12500.0,코스닥,KB증권(주),,38
454910,두산로보틱스,두산로보틱스,2023-10-05,2023-10-20,15D,26000.0,유가,"한국투자증권(주),CS증권 서울지점,KB증권(주),엔에이치투자증권(주),미래에셋증권 주식회사",,38
454910,두산로보틱스,두산로보틱스,2023-10-05,2023-11-05,1M,26000.0,유가,"한국투자증권(주),CS증권 서울지점,KB증권(주),엔에이치투자증권(주),미래에셋증권 주식회사",,38
454910,두산로보틱스,두산로보틱스,2023-10-05,2024-01-05,3M,26000.0,유가,"한국투자증권(주),CS증권 서울지점,KB증권(주),엔에이치투자증권(주),미래에셋증권 주식회사",,38
454910,두산로보틱스,두산로보틱스,2023-10-05,2024-04-05,6M,26000.0,유가,"한국투자증권(주),CS증권 서울지점,KB증권(주),엔에이치투자증권(주),미래에셋증권 주식회사",,38
454910,두산로보틱스,두산로보틱스,2023-10-05,2024-10-05,1Y,26000.0,유가,"한국투자증권(주),CS증권 서울지점,KB증권(주),엔에이치투자증권(주),미래에셋증권 주식회사",,38
443250,레뷰코퍼레이션,레뷰코퍼레이션,2023-10-06,2023-10-21,15D,15000.0,코스닥,삼성증권(주),,38
443250,레뷰코퍼레이션,레뷰코퍼레이션,2023-10-06,2023-11-06,1M,15000.0,코스닥,삼성증권(주),,38
443250,레뷰코퍼레이션,레뷰코퍼레이션,2023-10-06,2024-01-06,3M,15000.0,코스닥,삼성증권(주),,38
443250,레뷰코퍼레이션,레뷰코퍼레이션,2023-10-06,2024-04-06,6M,15000.0,코스닥,삼성증권(주),,38
443250,레뷰코퍼레이션,레뷰코퍼레이션,2023-10-06,2024-10-06,1Y,15000.0,코스닥,삼성증권(주),,38
451220,아이엠티,아이엠티,2023-10-10,2023-10-25,15D,14000.0,코스닥,유안타증권(주),,38
451220,아이엠티,아이엠티,2023-10-10,2023-11-10,1M,14000.0,코스닥,유안타증권(주),,38
451220,아이엠티,아이엠티,2023-10-10,2024-01-10,3M,14000.0,코스닥,유안타증권(주),,38
451220,아이엠티,아이엠티,2023-10-10,2024-04-10,6M,14000.0,코스닥,유안타증권(주),,38
451220,아이엠티,아이엠티,2023-10-10,2024-10-10,1Y,14000.0,코스닥,유안타증권(주),,38
289170,바이오텐,바이오텐,2023-10-13,2023-10-28,15D,,코넥스,아이비케이투자증권(주),,
289170,바이오텐,바이오텐,2023-10-13,2023-11-13,1M,,코넥스,아이비케이투자증권(주),,
289170,바이오텐,바이오텐,2023-10-13,2024-01-13,3M,,코넥스,아이비케이투자증권(주),,
289170,바이오텐,바이오텐,2023-10-13,2024-04-13,6M,,코넥스,아이비케이투자증권(주),,
289170,바이오텐,바이오텐,2023-10-13,2024-10-13,1Y,,코넥스,아이비케이투자증권(주),,
445180,퓨릿,퓨릿,2023-10-18,2023-11-02,15D,10700.0,코스닥,미래에셋증권 주식회사,,38
445180,퓨릿,퓨릿,2023-10-18,2023-11-18,1M,10700.0,코스닥,미래에셋증권 주식회사,,38
445180,퓨릿,퓨릿,2023-10-18,2024-01-18,3M,10700.0,코스닥,미래에셋증권 주식회사,,38
445180,퓨릿,퓨릿,2023-10-18,2024-04-18,6M,10700.0,코스닥,미래에셋증권 주식회사,,38
445180,퓨릿,퓨릿,2023-10-18,2024-10-18,1Y,10700.0,코스닥,미래에셋증권 주식회사,,38
416180,신성에스티,신성에스티,2023-10-19,2023-11-03,15D,26000.0,코스닥,미래에셋증권 주식회사,,38
416180,신성에스티,신성에스티,2023-10-19,2023-11-19,1M,26000.0,코스닥,미래에셋증권 주식회사,,38
416180,신성에스티,신성에스티,2023-10-19,2024-01-19,3M,26000.0,코스닥,미래에셋증권 주식회사,,38
416180,신성에스티,신성에스티,2023-10-19,2024-04-19,6M,26000.0,코스닥,미래에셋증권 주식회사,,38
416180,신성에스티,신성에스티,2023-10-19,2024-10-19,1Y,26000.0,코스닥,미래에셋증권 주식회사,,38
246250,에스엘에스바이오,에스엘에스바이오,2023-10-20,2023-11-04,15D,7000.0,코스닥,하나증권주식회사,,38
246250,에스엘에스바이오,에스엘에스바이오,2023-10-20,2023-11-20,1M,7000.0,코스닥,하나증권주식회사,,38
246250,에스엘에스바이오,에스엘에스바이오,2023-10-20,2024-01-20,3M,7000.0,코스닥,하나증권주식회사,,38
246250,에스엘에스바이오,에스엘에스바이오,2023-10-20,2024-04-20,6M,7000.0,코스닥,하나증권주식회사,,38
246250,에스엘에스바이오,에스엘에스바이오,2023-10-20,2024-10-20,1Y,7000.0,코스닥,하나증권주식회사,,38
351020,미쥬,미쥬,2023-10-26,2023-11-10,15D,,코넥스,아이비케이투자증권(주),,
351020,미쥬,미쥬,2023-10-26,2023-11-26,1M,,코넥스,아이비케이투자증권(주),,
351020,미쥬,미쥬,2023-10-26,2024-01-26,3M,,코넥스,아이비케이투자증권(주),,
351020,미쥬,미쥬,2023-10-26,2024-04-26,6M,,코넥스,아이비케이투자증권(주),,
351020,미쥬,미쥬,2023-10-26,2024-10-26,1Y,,코넥스,아이비케이투자증권(주),,
396470,워트,워트,2023-10-26,2023-11-10,15D,6500.0,코스닥,키움증권(주),,38
396470,워트,워트,2023-10-26,2023-11-26,1M,6500.0,코스닥,키움증권(주),,38
396470,워트,워트,2023-10-26,2024-01-26,3M,6500.0,코스닥,키움증권(주),,38
396470,워트,워트,2023-10-26,2024-04-26,6M,6500.0,코스닥,키움증권(주),,38
396470,워트,워트,2023-10-26,2024-10-26,1Y,6500.0,코스닥,키움증권(주),,38
432720,퀄리타스반도체,퀄리타스반도체,2023-10-27,2023-11-11,15D,17000.0,코스닥,한국투자증권(주),,38
432720,퀄리타스반도체,퀄리타스반도체,2023-10-27,2023-11-27,1M,17000.0,코스닥,한국투자증권(주),,38
432720,퀄리타스반도체,퀄리타스반도체,2023-10-27,2024-01-27,3M,17000.0,코스닥,한국투자증권(주),,38
432720,퀄리타스반도체,퀄리타스반도체,2023-10-27,2024-04-27,6M,17000.0,코스닥,한국투자증권(주),,38
432720,퀄리타스반도체,퀄리타스반도체,2023-10-27,2024-10-27,1Y,17000.0,코스닥,한국투자증권(주),,38
240600,유진테크놀로지,유진테크놀로지,2023-11-02,2023-11-17,15D,17000.0,코스닥,엔에이치투자증권(주),,38
240600,유진테크놀로지,유진테크놀로지,2023-11-02,2023-12-02,1M,17000.0,코스닥,엔에이치투자증권(주),,38
240600,유진테크놀로지,유진테크놀로지,2023-11-02,2024-02-02,3M,17000.0,코스닥,엔에이치투자증권(주),,38
240600,유진테크놀로지,유진테크놀로지,2023-11-02,2024-05-02,6M,17000.0,코스닥,엔에이치투자증권(주),,38
240600,유진테크놀로지,유진테크놀로지,2023-11-02,2024-11-02,1Y,17000.0,코스닥,엔에이치투자증권(주),,38
221800,유투바이오,유투바이오,2023-11-02,2023-11-17,15D,4400.0,코스닥,신한투자증권 주식회사,,38
221800,유투바이오,유투바이오,2023-11-02,2023-12-02,1M,4400.0,코스닥,신한투자증권 주식회사,,38
221800,유투바이오,유투바이오,2023-11-02,2024-02-02,3M,4400.0,코스닥,신한투자증권 주식회사,,38
221800,유투바이오,유투바이오,2023-11-02,2024-05-02,6M,4400.0,코스닥,신한투자증권 주식회사,,38
221800,유투바이오,유투바이오,2023-11-02,2024-11-02,1Y,4400.0,코스닥,신한투자증권 주식회사,,38
188260,세니젠,세니젠,2023-11-03,2023-11-18,15D,,코스닥,nan,,
188260,세니젠,세니젠,2023-11-03,2023-12-03,1M,,코스닥,nan,,
188260,세니젠,세니젠,2023-11-03,2024-02-03,3M,,코스닥,nan,,
188260,세니젠,세니젠,2023-11-03,2024-05-03,6M,,코스닥,nan,,
188260,세니젠,세니젠,2023-11-03,2024-11-03,1Y,,코스닥,nan,,
290560,파라택시스이더리움,파라택시스이더리움,2023-11-03,2023-11-18,15D,,코스닥,nan,,
290560,파라택시스이더리움,파라택시스이더리움,2023-11-03,2023-12-03,1M,,코스닥,nan,,
290560,파라택시스이더리움,파라택시스이더리움,2023-11-03,2024-02-03,3M,,코스닥,nan,,
290560,파라택시스이더리움,파라택시스이더리움,2023-11-03,2024-05-03,6M,,코스닥,nan,,
290560,파라택시스이더리움,파라택시스이더리움,2023-11-03,2024-11-03,1Y,,코스닥,nan,,
088280,쏘닉스,쏘닉스,2023-11-07,2023-11-22,15D,7500.0,코스닥,KB증권(주),,38
088280,쏘닉스,쏘닉스,2023-11-07,2023-12-07,1M,7500.0,코스닥,KB증권(주),,38
088280,쏘닉스,쏘닉스,2023-11-07,2024-02-07,3M,7500.0,코스닥,KB증권(주),,38
088280,쏘닉스,쏘닉스,2023-11-07,2024-05-07,6M,7500.0,코스닥,KB증권(주),,38
088280,쏘닉스,쏘닉스,2023-11-07,2024-11-07,1Y,7500.0,코스닥,KB증권(주),,38
446540,메가터치,메가터치,2023-11-09,2023-11-24,15D,4800.0,코스닥,엔에이치투자증권(주),,38
446540,메가터치,메가터치,2023-11-09,2023-12-09,1M,4800.0,코스닥,엔에이치투자증권(주),,38
446540,메가터치,메가터치,2023-11-09,2024-02-09,3M,4800.0,코스닥,엔에이치투자증권(주),,38
446540,메가터치,메가터치,2023-11-09,2024-05-09,6M,4800.0,코스닥,엔에이치투자증권(주),,38
446540,메가터치,메가터치,2023-11-09,2024-11-09,1Y,4800.0,코스닥,엔에이치투자증권(주),,38
413640,비아이매트릭스,비아이매트릭스,2023-11-09,2023-11-24,15D,13000.0,코스닥,IBK투자증권(주),,38
413640,비아이매트릭스,비아이매트릭스,2023-11-09,2023-12-09,1M,13000.0,코스닥,IBK투자증권(주),,38
413640,비아이매트릭스,비아이매트릭스,2023-11-09,2024-02-09,3M,13000.0,코스닥,IBK투자증권(주),,38
413640,비아이매트릭스,비아이매트릭스,2023-11-09,2024-05-09,6M,13000.0,코스닥,IBK투자증권(주),,38
413640,비아이매트릭스,비아이매트릭스,2023-11-09,2024-11-09,1Y,13000.0,코스닥,IBK투자증권(주),,38
451760,컨텍,컨텍,2023-11-09,2023-11-24,15D,22500.0,코스닥,대신증권(주),,38
451760,컨텍,컨텍,2023-11-09,2023-12-09,1M,22500.0,코스닥,대신증권(주),,38
451760,컨텍,컨텍,2023-11-09,2024-02-09,3M,22500.0,코스닥,대신증권(주),,38
451760,컨텍,컨텍,2023-11-09,2024-05-09,6M,22500.0,코스닥,대신증권(주),,38
451760,컨텍,컨텍,2023-11-09,2024-11-09,1Y,22500.0,코스닥,대신증권(주),,38
372320,큐로셀,큐로셀,2023-11-09,2023-11-24,15D,20000.0,코스닥,"미래에셋증권 주식회사,삼성증권(주)",,38
